Archetype,Recency,Frequency,Average_Order_Value,Average_Session_Duration,Cart_Abandonment_Rate,Product_Views_per_Session,Last_Used_Platform,Total_Spend_Last_Year,Customer_Support_Interactions_Score
Champions,10,18,228.44,6905,0.0014,1,Mobile App,4468.94,3.9
Loyal Low-Spenders,13,19,32.17,6660,0.0013,5,Web,622.4,2.47
Window Shoppers,66,0,0,35422,0.9354,24,Mobile App,0,5.18
Window Shoppers,81,0,0,38608,0.913,29,Web,0,6.64
Window Shoppers,76,0,0,32521,0.9619,17,Mobile App,0,6.15
Champions,10,20,212.43,,0.0019,3,Tablet,3805.77,7.19
At-Risk,269,1,35.59,5922,0.4497,0,Mobile App,39.19,7.95
Loyal Low-Spenders,21,20,31.66,5845,0.025,2,Web,605.5,5.53
Window Shoppers,67,0,0,34656,0.8878,24,Mobile App,0,5.83
Window Shoppers,111,0,0,37059,0.9467,31,Web,0,5.29
Champions,8,23,235.76,7355,0.0104,1,Mobile App,6008.28,7.55
Loyal Low-Spenders,20,19,36.75,11426,0.0144,6,Mobile App,679.07,
Window Shoppers,90,0,0,34758,0.9508,24,Mobile App,0,6.22
Potential High-Value,60,2,283.64,22088,0.3172,10,Mobile App,611.57,1.59
Window Shoppers,85,0,0,39673,0.9655,29,Tablet,0,5.35
Window Shoppers,70,0,0,32635,0.9219,36,Web,0,5.16
Champions,6,27,221,7847,0.0086,1,Tablet,5331.86,5.82
Window Shoppers,97,0,0,36534,0.9562,28,Web,0,6.51
Window Shoppers,81,0,0,33332,0.9128,22,Tablet,0,4.81
Potential High-Value,49,3,318.71,18835,0.247,15,Web,1062.17,6.17
Champions,4,25,215.4,6509,0.0026,4,Mobile App,5782.22,3.78
At-Risk,266,1,38.69,3847,0.4704,0,Mobile App,39.05,7.38
Window Shoppers,70,0,0,40569,0.9848,24,Mobile App,0,5.19
Window Shoppers,86,0,0,35114,0.8947,22,Web,0,3.82
Potential High-Value,66,1,325.68,27034,0.3812,21,Mobile App,385.58,2.32
At-Risk,284,0,56.96,3340,0.521,2,Web,0,3
At-Risk,288,0,53.91,5585,0.2457,1,Mobile App,0,2.87
Loyal Low-Spenders,17,13,29.63,7342,0.0014,7,Web,444.16,5.14
Loyal Low-Spenders,27,21,28.49,9313,0.016,2,Mobile App,530.4,2.6
Loyal Low-Spenders,21,13,31.71,10255,0.0204,4,Mobile App,334.45,
Window Shoppers,107,0,0,33986,0.9277,20,Web,0,4.44
At-Risk,282,3,52.49,4584,0.5106,0,Tablet,131.9,6.34
Loyal Low-Spenders,19,16,33.65,7182,0.0048,2,Mobile App,506.58,1.63
Champions,8,19,207.12,6045,0.0097,3,Tablet,4057.59,7.24
Window Shoppers,66,0,0,34845,0.9186,24,Mobile App,0,6.08
Loyal Low-Spenders,21,26,29.33,9450,0.0039,6,Web,592.89,2.25
Champions,8,24,218.16,5954,0.0072,2,Web,5227.2,9.67
Champions,7,23,218.39,7527,0.0262,2,Mobile App,5060.66,5.9
At-Risk,281,0,21.41,3361,0.4817,0,Mobile App,0,4.66
Potential High-Value,74,1,305.9,22690,0.2257,20,Tablet,378.63,4.07
Loyal Low-Spenders,22,22,29.57,8319,0.0991,2,Web,698.38,4.87
At-Risk,273,0,69.49,4363,0.6044,0,Web,0,3.52
Loyal Low-Spenders,20,18,28.83,9183,0.0765,1,Mobile App,510.64,4.09
Potential High-Value,49,4,291.92,26174,0.2124,19,Web,1221.9,2.83
Champions,9,22,201.27,7343,0.0252,1,Web,4168.46,3.64
Champions,8,25,205.42,8196,0.0083,3,Web,5089.98,4.47
Loyal Low-Spenders,16,19,25.4,9406,0.0598,1,Web,561.07,7.31
Potential High-Value,64,1,360.65,20214,0.3448,11,Mobile App,358.47,4.62
At-Risk,264,1,48.77,3671,0.5734,1,Mobile App,47.77,4.2
Potential High-Value,47,1,300.1,24232,0.4328,7,Web,290.98,5.22
Window Shoppers,67,0,0,31618,0.9602,32,Web,0,7.6
Loyal Low-Spenders,18,25,30.05,11422,0.0001,3,Mobile App,743.75,2.92
Potential High-Value,65,2,363.19,25692,0.3163,11,Tablet,697.82,6.85
Window Shoppers,83,0,0,35263,0.9879,24,Web,0,3.79
Window Shoppers,66,0,0,33267,0.9389,36,Tablet,0,4.36
At-Risk,275,0,49.87,,0.4691,3,Web,0,5.74
Loyal Low-Spenders,21,19,31.6,8888,0.0199,4,Mobile App,536.12,7.68
Window Shoppers,66,0,0,38988,0.9635,24,Mobile App,0,4.53
Window Shoppers,51,0,0,34360,0.9736,31,Web,0,4.3
At-Risk,241,1,59.99,4881,0.4601,1,Web,56.9,3.8
At-Risk,289,2,40.97,4538,0.539,1,Web,82.06,3.22
At-Risk,259,0,49.62,4400,0.5274,3,Web,0,5.05
Potential High-Value,49,2,318.74,22307,0.4465,15,Mobile App,574.32,6.52
At-Risk,266,1,39.72,4657,,4,Mobile App,53.51,8.98
At-Risk,287,1,52.43,3382,0.3663,2,Web,43.99,7.18
Potential High-Value,69,3,320.14,17298,0.3092,18,Web,987.57,2.51
At-Risk,236,0,42.8,3588,0.557,2,Web,0,4.88
Window Shoppers,88,0,0,39819,0.9595,30,Web,0,3.99
Window Shoppers,91,0,0,39121,0.9808,28,Web,0,5.1
Window Shoppers,104,0,0,35006,,25,Web,0,4.52
Window Shoppers,102,1,6.5,32125,0.9566,15,Tablet,6.21,6.33
Champions,12,25,185.56,6152,0.0057,1,Mobile App,5295.48,8.7
Window Shoppers,95,0,0,32466,0.9318,31,Web,0,5.46
Loyal Low-Spenders,19,19,29.57,8632,0.0043,3,Web,590.7,5.95
At-Risk,244,0,37.46,4103,0.4344,3,Web,0,4.2
Potential High-Value,57,2,313.54,19610,0.4277,15,Tablet,640.15,3.31
Window Shoppers,64,0,0,41194,0.9517,23,Web,0,8.6
Window Shoppers,81,0,0,35241,0.8953,28,Web,0,6.6
Loyal Low-Spenders,24,15,35.48,9771,0.0074,5,Mobile App,554.22,3.24
At-Risk,280,3,47.25,3670,0.5129,5,Web,123.97,7.38
Window Shoppers,71,0,0,38237,0.9803,23,Web,0,8.33
At-Risk,282,0,48.82,5256,0.3688,2,Web,0,5.28
Champions,7,30,187.41,7356,0.0001,7,Web,5459.34,1
Loyal Low-Spenders,19,9,30.32,8963,0.0078,1,Mobile App,258.76,6.85
Potential High-Value,63,2,245.95,20092,0.3602,15,Web,466.12,6.85
Window Shoppers,68,0,0,34388,0.9756,21,Web,0,3.62
Champions,12,21,231.91,8286,0.0012,1,Mobile App,5465.64,4.99
Loyal Low-Spenders,20,15,32.56,8519,0.0324,2,Mobile App,497.71,9.89
Window Shoppers,77,0,0,37736,0.9526,21,Tablet,0,7.63
Potential High-Value,66,4,300.28,26773,0.3796,19,Web,1122.75,2.78
Loyal Low-Spenders,17,16,31.4,9416,0.0022,4,Web,497.91,3.8
Loyal Low-Spenders,23,15,27.31,8098,0.0606,9,Mobile App,458.55,3.99
Window Shoppers,87,0,0,37448,0.9763,28,Web,0,0
Loyal Low-Spenders,21,15,30.85,7623,0.0078,2,Web,510.48,8.51
Loyal Low-Spenders,19,15,33.9,6871,0.0053,5,Mobile App,491.82,2.56
Potential High-Value,62,2,285.56,22189,0.3143,9,Tablet,692.53,7.23
Champions,7,24,195.26,7695,0.0018,2,Web,4939.39,3.17
Potential High-Value,58,5,249,24353,0.2007,19,Mobile App,1169.97,7.54
Window Shoppers,47,0,0,33888,,24,Web,0,2.27
Loyal Low-Spenders,19,22,32.2,9892,0.0382,3,Web,673.71,7.73
Window Shoppers,80,0,0,33724,0.952,24,Web,0,5.03
At-Risk,305,0,57.3,5157,0.5725,1,Tablet,0,3
Potential High-Value,55,1,288.64,22342,0.2354,15,Tablet,332.47,3.64
Potential High-Value,57,3,294.1,25018,0.5004,10,Mobile App,798.96,3.96
Potential High-Value,80,1,330.84,29737,0.2015,12,Web,352.44,7.21
At-Risk,263,2,44.55,2640,0.5897,0,Web,87.02,3.99
Loyal Low-Spenders,21,19,30.68,8416,0.0751,2,Web,539.31,2.07
Potential High-Value,72,3,284.4,21784,0.3791,8,Mobile App,781.17,7.4
Loyal Low-Spenders,22,18,23.64,8709,0.0339,4,Web,478.58,4.22
Champions,5,23,219.33,6233,0.001,2,Web,6433.37,8.51
Loyal Low-Spenders,21,18,29.22,9797,0.0223,4,Web,526.95,4.52
At-Risk,250,1,29.47,4034,0.5275,2,Web,26.48,7.3
Champions,11,29,237.81,9162,0.0004,3,Mobile App,7145.67,7.48
Window Shoppers,81,0,0,34635,0.9251,27,Web,0,8.13
Champions,5,39,212.11,6517,0.0007,3,Web,8477.39,3.6
Champions,10,34,208.61,6922,0.0068,4,Tablet,6793.39,5.98
At-Risk,265,2,57.99,2990,0.5271,4,Web,110.11,2.78
Potential High-Value,57,1,266.15,25407,0.2829,16,Web,259.55,6.19
Champions,12,25,210.19,5586,0.0039,2,Mobile App,4917.98,5.96
Window Shoppers,82,0,0,36771,0.9715,17,Web,0,4.17
Loyal Low-Spenders,18,23,27.62,10781,0.0215,1,Mobile App,685.77,5.74
Loyal Low-Spenders,17,22,32.72,9678,0.008,3,Web,714.41,3.31
Loyal Low-Spenders,22,11,30.84,9586,0.0176,5,Mobile App,345.39,5.9
Potential High-Value,71,1,327.34,24454,0.3736,15,Tablet,322.05,6.15
Champions,2,28,238.51,7449,0.0599,2,Mobile App,6813.87,2.37
At-Risk,274,1,47.26,4899,0.4702,0,Mobile App,50.36,4.76
Potential High-Value,54,3,317.25,24773,0.3496,20,Mobile App,940.64,3.93
Window Shoppers,81,0,0,33722,0.9524,29,Mobile App,0,5.16
Champions,9,26,221.28,7422,0.0003,1,Tablet,5353.08,3.62
Loyal Low-Spenders,18,17,35.47,10401,0.0072,3,Web,656.96,0.93
Potential High-Value,48,1,323.84,19543,0.2867,20,Web,308.96,4.45
Champions,12,19,181,8616,0.0008,3,Web,2635.07,5.83
Loyal Low-Spenders,25,12,29.38,9254,0.004,6,Mobile App,365.41,2.34
Loyal Low-Spenders,17,15,26.05,10805,0,4,Mobile App,414.76,4
Loyal Low-Spenders,19,14,28.53,9816,0.0087,1,Mobile App,387.09,5.28
Potential High-Value,62,2,293.92,24663,0.384,6,Mobile App,521.84,3.54
Window Shoppers,86,1,8.2,37321,0.9655,35,Mobile App,9.37,0
At-Risk,300,0,58.26,4307,0.4395,2,Web,0,5.47
Window Shoppers,88,0,0,39161,0.9336,26,Web,0,3.19
Loyal Low-Spenders,15,19,28.23,9358,0.071,1,Web,657.03,5.61
At-Risk,308,0,40.19,6403,0.5591,0,Tablet,0,8.61
At-Risk,284,1,36.05,5317,0.5657,1,Mobile App,30.96,5.95
Window Shoppers,85,0,0,35242,0.9572,24,Mobile App,0,6.41
Potential High-Value,59,1,275.99,23511,0.4806,23,Mobile App,239.35,7.36
At-Risk,308,1,46.63,4446,0.4971,1,Mobile App,51.89,0.53
Window Shoppers,76,0,0,33266,0.9442,30,Web,0,3.15
Champions,9,26,204.66,6631,0.0042,4,Web,5288.08,3.45
At-Risk,282,0,53.68,3536,0.5667,0,Web,0,5.99
Champions,9,22,223.72,8099,0.0027,1,Web,4027.91,6.8
Potential High-Value,60,2,302.15,24271,0.3851,7,Web,569.45,5.8
Window Shoppers,73,0,0,39314,0.8515,16,Mobile App,0,2.8
Champions,10,25,216.84,7415,0.0036,3,Web,5066.8,3.79
Champions,6,29,192.72,7753,0.0113,2,Mobile App,6001.91,5.18
Potential High-Value,54,1,302.3,27165,0.2846,17,Web,337.53,6.11
Loyal Low-Spenders,17,19,25.77,9118,0.0264,4,Mobile App,407.66,9.16
Loyal Low-Spenders,22,14,29.53,10240,0.0092,1,Mobile App,426.07,5.86
Champions,7,18,190.86,9140,0.0023,1,Web,3729.49,8.47
Window Shoppers,96,0,0,36200,0.9544,31,Mobile App,0,4.93
Loyal Low-Spenders,20,22,31.56,7956,0.0018,3,Web,734.59,3.57
Loyal Low-Spenders,21,16,29.32,9698,0.0061,1,Web,510.87,6.35
Potential High-Value,64,1,327.62,21641,0.2997,15,Mobile App,376.65,5.9
Window Shoppers,72,0,0,36261,,25,Tablet,0,5.01
Loyal Low-Spenders,22,16,26.45,9495,0.0516,4,Web,396.75,1.94
Potential High-Value,60,4,261.91,22652,0.312,12,Web,1066.23,0.87
Loyal Low-Spenders,22,12,29.34,9278,0.0504,2,Web,311.84,6.86
At-Risk,309,2,52.67,,0.4119,2,Mobile App,102.99,5.22
Window Shoppers,55,0,0,34310,0.9428,29,Tablet,0,7.39
Window Shoppers,68,0,0,38066,0.9376,28,Mobile App,0,7.77
At-Risk,285,1,42.29,4468,0.5505,1,Mobile App,39.71,2.28
Window Shoppers,102,0,0,35565,0.9147,27,Web,0,3.42
At-Risk,245,0,48.59,5180,0.5493,2,Web,0,8.39
Potential High-Value,62,1,300.4,24569,0.2161,15,Web,241.37,5.47
Window Shoppers,81,0,0,33465,0.9488,25,Web,0,5.67
Loyal Low-Spenders,19,16,31.6,7107,0.0082,2,Mobile App,475.96,7.57
Champions,8,22,211.99,7599,0.0021,2,Mobile App,5098.47,7.21
Loyal Low-Spenders,19,18,23.84,8295,0.02,5,Mobile App,430.1,8.21
At-Risk,268,0,60.12,5060,0.3015,1,Web,0,4.75
At-Risk,247,1,58.82,4172,0.4476,3,Mobile App,66.53,5.67
Loyal Low-Spenders,23,19,34.26,11206,0.0244,5,Web,742.32,5.02
Loyal Low-Spenders,19,24,26.93,10143,0.0243,3,Web,568.36,3.54
Champions,5,23,235.95,6503,0.0001,2,Mobile App,5213.66,3.1
Window Shoppers,83,0,0,39731,0.9427,23,Web,0,3.79
Champions,6,31,186.88,,0.0076,4,Web,5342.19,5.65
Window Shoppers,65,0,0,35010,0.9221,28,Web,0,3.8
Window Shoppers,97,0,0,35440,0.9701,33,Mobile App,0,7.25
Loyal Low-Spenders,17,19,31.12,5539,0.0277,1,Mobile App,624.93,1.73
Loyal Low-Spenders,22,15,32.44,8767,0.0195,3,Tablet,514.24,5.09
Window Shoppers,73,0,0,36428,0.8953,32,Mobile App,0,4.18
Loyal Low-Spenders,16,13,32.64,7751,0.0233,5,Web,350.95,3.51
Champions,7,25,192.22,,0.0063,2,Tablet,4382.46,3.41
Potential High-Value,63,2,271.26,22932,0.318,7,Mobile App,596.5,5.92
At-Risk,282,0,45.6,4414,0.4691,1,Mobile App,0,3.76
Loyal Low-Spenders,19,23,29.14,7897,0.0001,2,Tablet,694.65,2.08
Loyal Low-Spenders,23,23,33.92,8394,0.0198,5,Web,687.54,7
Champions,8,26,213.22,6368,0.0062,2,Mobile App,5780.45,6.91
Window Shoppers,68,0,0,38511,0.9714,28,Mobile App,0,6.71
Champions,6,20,209.94,7705,0.0047,1,Tablet,3838.98,4.23
Loyal Low-Spenders,20,16,30.15,9033,0.0132,5,Mobile App,513.35,2.05
Champions,6,25,204.63,5881,0.0318,2,Web,4980.99,6.59
Window Shoppers,84,0,0,36830,0.9307,25,Web,0,9.46
Loyal Low-Spenders,18,26,27.94,9607,0.0024,4,Mobile App,696.94,7.09
Loyal Low-Spenders,20,18,33.46,8993,0.002,8,Web,637.76,5.93
Loyal Low-Spenders,20,18,28.85,8978,0.0059,3,Web,585.54,1.95
Champions,4,23,218.84,6628,0.0047,3,Mobile App,4683.5,7.59
At-Risk,248,0,51.32,5384,0.5397,1,Web,0,5.03
Window Shoppers,77,0,0,34718,0.8886,19,Mobile App,0,6.61
Potential High-Value,66,4,266.93,23367,0.2124,20,Web,916.95,2.18
Champions,8,28,219.75,,0.0001,8,Mobile App,6611.44,3.14
Window Shoppers,101,0,0,34743,,15,Web,0,4.26
Window Shoppers,69,0,0,36506,0.9766,31,Mobile App,0,4.53
Champions,6,41,217.78,6667,0.0032,4,Web,8492.14,
At-Risk,261,0,59.23,3303,0.4104,0,Web,0,3.97
Potential High-Value,70,1,284.51,26569,0.2954,13,Mobile App,287.03,8.65
At-Risk,268,0,41.94,4754,0.4991,2,Tablet,0,5.26
At-Risk,254,1,45.74,4844,0.5399,3,Mobile App,46.96,1.87
Champions,8,24,210.38,6651,0.0485,1,Mobile App,5828.05,2.49
At-Risk,204,1,49.66,3332,0.4144,3,Mobile App,45.86,7.73
Loyal Low-Spenders,19,21,26.73,10286,0.0299,2,Mobile App,517.49,4.54
Potential High-Value,64,2,313.93,20790,0.241,19,Mobile App,658.8,6.28
Window Shoppers,80,0,0,35011,0.9407,28,Web,0,5.92
At-Risk,242,1,57.29,4011,0.5605,4,Web,62.06,4.3
Window Shoppers,85,0,0,37724,0.9512,32,Mobile App,0,4.92
Window Shoppers,92,0,0,32665,0.914,22,Web,0,3.71
At-Risk,266,2,51.31,4014,0.4687,1,Tablet,106.05,3.6
Champions,7,30,206.14,6215,0.0004,3,Mobile App,6521.2,2.61
Window Shoppers,78,0,0,36138,0.8895,20,Mobile App,0,1.9
At-Risk,281,1,45.31,3068,0.3582,4,Tablet,42.64,3.92
Loyal Low-Spenders,17,19,30.41,9337,0.0228,4,Mobile App,579.8,5.41
Champions,6,30,180.24,7440,0.0012,2,Web,5719.08,5.22
Loyal Low-Spenders,16,14,32.37,7529,0.0184,4,Mobile App,481.78,6.54
Champions,6,21,193.18,7398,0.0144,4,Web,4053.08,5.84
Loyal Low-Spenders,16,14,29.21,6537,0.0002,6,Mobile App,434.93,4.63
Loyal Low-Spenders,20,17,28.62,7120,0.0002,5,Web,452.34,5.04
Champions,7,26,199.35,7583,0.0009,4,Mobile App,5386.26,9.54
At-Risk,260,1,46.41,5400,0.4286,1,Tablet,52.28,4.78
Potential High-Value,63,5,310.52,,0.3205,14,Web,1684.01,4.58
Potential High-Value,64,2,313.93,25517,0.415,14,Web,512.19,6.03
Champions,7,37,221.59,7076,0.002,3,Mobile App,7430.34,7.14
Window Shoppers,93,0,0,35209,0.9717,29,Mobile App,0,2.11
Champions,10,19,213.19,7896,0.0014,3,Web,3562.77,4.23
Potential High-Value,52,2,312.61,21755,0.2488,10,Web,466.78,3.02
Potential High-Value,46,1,310.75,20497,0.3107,20,Web,297.78,2.61
At-Risk,278,1,53.23,6169,0.4802,1,Mobile App,48.97,6.16
Loyal Low-Spenders,18,9,27.96,7862,0.023,3,Web,249.35,6.26
Window Shoppers,69,0,0,34968,0.9363,31,Mobile App,0,7.29
Loyal Low-Spenders,12,13,28.98,12276,0.0001,3,Web,362.55,5.13
At-Risk,258,2,47.81,3031,0.6218,0,Web,89.86,4.33
Champions,8,17,207.82,8014,0.0007,4,Mobile App,2878.51,4.62
Window Shoppers,76,0,0,36604,0.9594,22,Mobile App,0,4.9
Window Shoppers,91,0,0,38265,0.8975,21,Web,0,3.01
Window Shoppers,71,0,0,34824,0.9622,20,Mobile App,0,6.62
Potential High-Value,62,1,316.41,22403,0.5014,20,Mobile App,308.62,2.06
Window Shoppers,94,0,0,40500,0.9323,28,Web,0,4.11
At-Risk,263,0,58.84,3884,0.5574,0,Mobile App,0,5.93
Loyal Low-Spenders,18,19,28.7,9645,0.0201,6,Web,634.06,5.13
At-Risk,274,1,57.55,4651,0.5777,2,Mobile App,56.2,6.04
Potential High-Value,56,1,276.25,21840,0.2736,14,Mobile App,294.86,4.02
Window Shoppers,58,0,0,34174,0.9155,19,Web,0,7.55
Window Shoppers,73,0,0,35588,0.9118,34,Mobile App,0,3.89
Champions,9,28,203.27,6649,0,4,Web,5907.74,6.08
At-Risk,297,0,45.97,5675,0.4083,3,Mobile App,0,3.87
Loyal Low-Spenders,19,9,31.22,10648,0.0127,3,Web,298.31,8.84
Window Shoppers,83,0,0,35569,0.8893,28,Web,0,5.42
Champions,9,27,214.8,7189,0.0011,4,Mobile App,5305.99,3.3
Potential High-Value,56,2,292.91,19042,0.2732,12,Web,642.02,3.89
Window Shoppers,94,0,0,36533,0.953,28,Web,0,4.43
Champions,7,23,230.35,5425,0.0226,5,Mobile App,4801.99,5.74
Loyal Low-Spenders,13,16,29.39,9693,0.0056,2,Mobile App,426.03,3.61
Loyal Low-Spenders,16,10,28.18,10260,0.0784,5,Mobile App,265.24,5.42
Champions,9,38,211.78,5107,0.0001,4,Web,9577.99,4.37
Champions,11,27,207.15,6237,0.0001,5,Web,5896.93,8.44
Window Shoppers,59,0,0,37700,0.976,34,Web,0,4.08
Champions,8,23,198.1,7670,,3,Mobile App,5216.74,
Window Shoppers,92,0,0,,0.9373,31,Mobile App,0,0.9
Loyal Low-Spenders,22,18,29.58,9350,0.0036,2,Mobile App,505.19,3.94
Loyal Low-Spenders,22,16,32.14,11166,0.022,1,Web,502.49,5.17
Window Shoppers,70,0,0,37557,0.975,23,Mobile App,0,6.7
Loyal Low-Spenders,20,15,34.56,7286,0.0065,4,Web,453.62,6.15
Window Shoppers,85,0,0,34800,0.9404,30,Web,0,3.37
Potential High-Value,73,3,299.75,23596,0.3832,16,Web,853.34,0.64
Loyal Low-Spenders,22,12,34.44,6465,0.0416,2,Mobile App,434.14,7.21
Potential High-Value,52,3,302.84,23784,,16,Web,1027.84,6.69
At-Risk,268,0,50.73,3864,0.6426,0,Mobile App,0,4.72
Champions,8,20,227.73,7074,0.0093,2,Web,5423.26,7.06
Loyal Low-Spenders,22,17,35.96,7773,0.01,6,Tablet,631.78,7.26
Potential High-Value,57,1,311.42,22738,0.2528,14,Web,341.23,3.34
Loyal Low-Spenders,15,11,31.28,11293,0.0013,2,Web,402.49,5.99
Window Shoppers,82,0,0,35909,0.9592,27,Web,0,2.24
Champions,7,26,198.27,7619,0.0009,3,Web,5497.39,5.41
Loyal Low-Spenders,20,16,31.73,8578,0.0025,1,Mobile App,491.3,5.28
Champions,8,13,223.8,7378,0.0016,2,Web,2641.21,4.23
Window Shoppers,79,0,0,33114,0.9639,27,Web,0,
At-Risk,265,1,32.68,4516,0.5198,1,Mobile App,34.07,5.95
Window Shoppers,87,0,0,32137,0.9234,25,Mobile App,0,6.48
Window Shoppers,64,0,0,33635,0.9956,19,Web,0,3.29
Window Shoppers,70,0,0,38074,0.9405,32,Mobile App,0,6.09
Potential High-Value,51,1,311.41,23755,0.4157,17,Mobile App,340.4,4.28
At-Risk,288,1,50.05,6362,0.5892,0,Web,51.24,5.88
Loyal Low-Spenders,23,15,34.26,9377,0.0456,1,Web,540.28,9.11
Champions,10,22,218.24,6740,0.0047,7,Mobile App,4702.7,8.04
Window Shoppers,87,0,0,,0.9306,32,Web,0,6.11
At-Risk,313,1,38.71,4183,0.3737,4,Web,43.44,7.14
At-Risk,280,0,46.29,5343,0.4628,3,Web,0,4.65
Potential High-Value,70,2,336.59,23475,0.3663,16,Mobile App,574.2,1.89
Loyal Low-Spenders,21,19,28.37,12684,,2,Mobile App,588.96,4.31
Loyal Low-Spenders,20,12,29.3,7967,0.0036,3,Mobile App,355.84,3.41
Potential High-Value,50,1,291.14,23738,0.281,24,Mobile App,295.27,
Champions,10,17,219.37,7205,0.0006,5,Mobile App,3987.44,0.35
Loyal Low-Spenders,20,12,25.42,9186,0.1083,6,Web,289.21,1.43
Loyal Low-Spenders,16,12,31.29,8924,0.007,3,Mobile App,358.14,4.9
Loyal Low-Spenders,21,13,27.39,8826,0.012,3,Mobile App,318.92,3.78
Champions,7,23,205.78,7491,,1,Mobile App,4873.75,5.63
Loyal Low-Spenders,18,21,30.64,10405,0.008,3,Web,676.74,3.81
Loyal Low-Spenders,18,20,29.75,10218,0.0208,2,Web,564.14,4.62
Window Shoppers,89,0,0,37516,0.9249,25,Mobile App,0,5.45
At-Risk,240,2,34.07,4894,0.5679,1,Tablet,62.31,7.33
Potential High-Value,69,6,301.22,21941,0.2973,14,Mobile App,1532.22,4.22
Loyal Low-Spenders,24,8,27.03,11545,0.0191,3,Mobile App,202.43,6.26
Window Shoppers,68,0,0,38754,0.9434,23,Web,0,2.37
Champions,11,26,192.59,7478,0.0132,2,Web,4650.21,5.3
Potential High-Value,58,5,280.16,22127,0.343,18,Mobile App,1357.71,3.28
Loyal Low-Spenders,23,19,28.02,8904,0.0171,1,Web,597.56,6.25
At-Risk,235,0,43.38,5698,0.6854,1,Web,0,
Champions,9,28,210.25,7840,0.0094,1,Tablet,5697.41,3.61
Loyal Low-Spenders,25,9,31.26,9169,0.0173,2,Mobile App,276.79,7.55
Window Shoppers,73,0,0,32294,0.9414,26,Tablet,0,4.77
Loyal Low-Spenders,16,14,32.43,9846,0.0336,4,Mobile App,420.01,2.72
At-Risk,298,1,54.36,3256,0.4253,2,Mobile App,62.25,5.37
Window Shoppers,95,0,0,37900,0.8957,33,Mobile App,0,2.81
At-Risk,253,0,56.08,3432,0.7003,0,Mobile App,0,3.82
At-Risk,260,0,49.15,5110,0.3976,2,Web,0,4.91
Window Shoppers,91,0,0,36342,0.9793,22,Web,0,7.77
At-Risk,245,0,60.85,3352,0.4901,0,Web,0,4.14
At-Risk,274,0,51.85,4060,0.399,1,Mobile App,0,4.17
Loyal Low-Spenders,15,17,26.67,8620,0.0843,2,Web,468.91,6.72
Window Shoppers,65,1,9.81,34293,0.9632,29,Mobile App,9.6,4.05
Window Shoppers,90,0,0,39581,0.9128,19,Web,0,4.19
Window Shoppers,70,0,0,36962,0.9529,28,Web,0,6.65
Window Shoppers,103,0,0,35763,0.9536,27,Mobile App,0,7.25
Potential High-Value,57,1,280.52,22672,0.3078,17,Mobile App,283.79,3.78
Champions,11,22,225.85,7164,0.0368,1,Mobile App,4503.44,7.06
Champions,8,22,236.94,6575,0.0071,5,Mobile App,4855.87,7.61
Window Shoppers,103,0,0,35159,0.9203,24,Mobile App,0,3.34
Champions,6,27,188.41,7555,0.0231,1,Web,5016.32,1.69
Champions,5,16,214.54,7558,0.0114,2,Mobile App,4336.72,4.24
Champions,7,32,226.83,7766,0.0036,1,Web,7641.37,5.75
Loyal Low-Spenders,17,20,27.91,7403,0.0058,3,Mobile App,673.67,5.21
Potential High-Value,70,2,285.67,24807,0.3111,15,Mobile App,521.66,4.04
Loyal Low-Spenders,17,20,32.23,9309,0.0173,2,Web,696.25,2.89
Window Shoppers,96,0,0,36558,0.9624,19,Web,0,2.54
Loyal Low-Spenders,19,11,28.29,8971,0.0179,2,Mobile App,310.06,8.61
Loyal Low-Spenders,18,19,37.24,7623,0.0133,2,Tablet,797.41,4.37
Window Shoppers,95,0,0,32528,0.9315,34,Mobile App,0,7.26
At-Risk,262,2,45.57,4408,0.3718,0,Mobile App,110.1,8.46
Loyal Low-Spenders,19,18,26.07,5435,0.0178,7,Mobile App,473.82,4.48
At-Risk,275,0,41,3522,0.5995,1,Web,0,4.2
Window Shoppers,99,0,0,35619,0.9585,26,Web,0,4.67
Window Shoppers,78,0,0,34808,0.9836,26,Web,0,7.28
Champions,9,23,234.96,9516,0.0001,1,Tablet,5226.33,6.55
Window Shoppers,63,0,0,36935,0.964,30,Mobile App,0,2.84
Loyal Low-Spenders,18,18,28.31,6524,0.0377,5,Mobile App,496.1,4.43
At-Risk,269,0,44.21,3876,0.5106,3,Mobile App,0,3.19
Window Shoppers,83,0,0,34341,0.9419,29,Web,0,4.27
Loyal Low-Spenders,18,19,32.66,7878,0.0061,5,Mobile App,645,5.57
Window Shoppers,68,0,0,37960,,19,Web,0,6.39
Window Shoppers,82,0,0,35349,0.9649,30,Web,0,4.56
Loyal Low-Spenders,15,23,31,5841,0.0271,3,Web,790.72,8.17
Potential High-Value,41,1,313.46,22490,0.2559,17,Web,333.42,1.95
Champions,8,24,207.6,7819,0.005,3,Mobile App,5613.55,2.39
Window Shoppers,58,0,0,31822,0.9592,22,Web,0,9.48
Potential High-Value,56,5,271.49,22280,0.1942,19,Tablet,1289.98,3.32
Champions,12,19,220.74,7610,0.0124,1,Mobile App,4391.37,4.59
Champions,9,24,210.37,6046,0.0193,1,Web,5086.16,4.87
Potential High-Value,61,2,341.09,21527,0.3858,14,Web,683.1,8.23
Loyal Low-Spenders,18,11,35.12,7935,0.0416,4,Mobile App,450.29,6.11
